Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
male,0,0,0,2,1,no,0,0,0,one year,mailed check,19.95,47.7,0
female,0,1,1,66,1,fiber optic,0,0,0,one year,bank transfer (automatic),74.25,4859.25,0
male,0,0,0,46,1,fiber optic,0,1,1,two year,electronic check,108.65,4903.2,0
female,0,0,0,32,1,fiber optic,1,1,1,one year,bank transfer (automatic),109.55,3608.0,0
male,0,1,0,72,1,dsl,1,1,1,two year,credit card (automatic),86.65,6094.25,0
male,0,1,1,38,1,dsl,1,1,1,two year,credit card (automatic),81.0,3084.9,0
male,0,0,1,51,1,dsl,0,1,0,one year,credit card (automatic),47.85,2356.75,0
male,0,1,1,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),114.55,8306.05,0
female,1,1,0,65,1,fiber optic,1,0,1,month-to-month,bank transfer (automatic),105.25,6786.4,1
male,0,1,1,9,1,dsl,0,0,0,month-to-month,electronic check,29.95,248.95,1
female,0,1,1,9,1,dsl,1,1,0,month-to-month,mailed check,65.0,663.05,1
male,0,0,1,66,1,no,0,0,0,two year,mailed check,20.55,1357.1,0
female,1,0,0,44,1,fiber optic,1,0,1,one year,credit card (automatic),109.8,4860.35,0
male,0,0,0,50,1,dsl,0,1,0,two year,bank transfer (automatic),69.5,3418.2,0
female,0,0,0,15,1,dsl,0,0,0,month-to-month,mailed check,48.85,631.4,0
male,0,0,0,8,1,dsl,0,0,0,month-to-month,credit card (automatic),71.45,186.3,0
female,1,0,0,66,1,fiber optic,0,1,1,one year,credit card (automatic),71.45,6976.75,0
female,0,0,0,57,1,fiber optic,1,1,0,month-to-month,bank transfer (automatic),71.45,4884.85,0
female,0,0,0,7,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),71.45,522.95,0
male,1,1,1,10,1,dsl,0,0,0,month-to-month,bank transfer (automatic),71.45,362.6,0
female,0,0,0,62,1,fiber optic,1,0,0,one year,electronic check,71.45,5755.8,0
male,0,1,1,40,1,fiber optic,0,0,1,one year,electronic check,71.45,3355.65,0
female,0,0,0,20,1,no,0,0,0,two year,mailed check,71.45,406.95,0
female,0,0,0,7,1,no,0,0,0,month-to-month,bank transfer (automatic),71.45,137.6,1
female,0,1,0,25,1,fiber optic,0,1,1,month-to-month,electronic check,71.45,2395.7,0
male,0,1,0,23,1,fiber optic,0,0,0,month-to-month,electronic check,71.45,1968.1,0
female,1,1,0,66,1,fiber optic,0,0,1,one year,credit card (automatic),71.45,6819.45,0
female,1,0,0,72,1,fiber optic,0,1,1,two year,electronic check,71.45,7943.45,0
male,1,1,0,49,1,fiber optic,0,0,0,month-to-month,credit card (automatic),71.45,4547.25,1
male,1,1,1,43,1,fiber optic,0,1,1,month-to-month,bank transfer (automatic),71.45,4687.9,1
female,0,1,0,46,1,dsl,1,0,0,month-to-month,bank transfer (automatic),71.45,2473.95,0
male,0,1,1,72,1,dsl,1,1,1,two year,credit card (automatic),71.45,6562.9,0
male,0,0,0,10,1,no,0,0,0,one year,mailed check,71.45,176.3,0
female,0,0,0,40,1,dsl,1,1,1,one year,bank transfer (automatic),71.45,2236.2,0
female,0,1,1,65,1,fiber optic,0,0,1,month-to-month,electronic check,71.45,6985.65,1
male,0,0,0,31,1,fiber optic,0,1,1,two year,bank transfer (automatic),99.45,3109.9,0
female,0,1,0,68,1,dsl,1,1,0,two year,credit card (automatic),70.9,4911.35,0
male,1,1,1,56,1,fiber optic,1,0,1,one year,bank transfer (automatic),104.55,5794.65,1
male,0,1,0,10,1,fiber optic,0,0,0,month-to-month,electronic check,85.25,855.3,1
male,0,1,1,68,1,no,0,0,0,two year,bank transfer (automatic),25.4,1620.2,0
female,0,1,1,43,1,dsl,0,0,1,month-to-month,electronic check,56.15,2499.3,1
male,0,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,89.55,89.55,1
female,1,0,0,49,1,fiber optic,0,0,0,one year,bank transfer (automatic),89.85,4287.2,0
female,0,1,1,15,1,no,0,0,0,month-to-month,electronic check,25.25,394.85,0
male,1,1,0,20,1,fiber optic,0,0,1,month-to-month,electronic check,94.55,1899.65,1
male,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,45.7,45.7,1
male,0,1,1,50,1,dsl,0,1,1,one year,electronic check,69.65,3442.15,0
female,1,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,89.5,161.5,1
male,1,0,0,24,1,fiber optic,0,0,0,month-to-month,credit card (automatic),70.0,1732.6,0
female,0,0,0,3,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),69.55,222.3,1
female,0,0,0,1,1,fiber optic,0,0,0,month-to-month,mailed check,74.6,74.6,1
male,0,1,1,35,1,no,0,0,0,two year,mailed check,20.1,655.3,0
female,0,0,0,17,1,no,0,0,0,month-to-month,mailed check,24.8,475.25,0
female,1,0,0,8,1,no,0,0,0,month-to-month,electronic check,19.65,164.3,1
male,0,0,0,10,1,fiber optic,0,1,1,month-to-month,credit card (automatic),95.1,865.1,0
male,0,1,1,68,1,dsl,1,1,1,two year,credit card (automatic),88.85,6132.7,0
male,0,1,0,45,1,dsl,1,0,1,one year,bank transfer (automatic),78.8,3597.5,0
male,0,1,1,2,1,no,0,0,0,one year,mailed check,19.85,35.9,1
male,0,1,0,37,1,no,0,0,0,month-to-month,bank transfer (automatic),20.35,697.65,0
female,0,0,0,4,1,dsl,0,0,0,month-to-month,mailed check,24.25,96.05,1
female,0,0,0,10,1,dsl,0,0,0,month-to-month,mailed check,45.25,428.7,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.05,20.05,0
male,0,1,1,65,1,dsl,1,0,0,two year,mailed check,69.55,4459.15,0
female,0,1,1,57,1,no,0,0,0,two year,bank transfer (automatic),19.5,1167.6,0
female,0,0,0,3,1,fiber optic,0,0,0,month-to-month,mailed check,74.75,238.1,0
female,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,69.65,145.15,1
male,0,0,0,49,1,dsl,0,0,0,month-to-month,bank transfer (automatic),30.2,1453.1,0
female,0,0,0,4,1,dsl,0,0,0,month-to-month,mailed check,45.65,191.05,1
female,0,1,0,70,1,dsl,0,1,1,two year,bank transfer (automatic),57.8,4039.3,0
female,0,1,1,53,1,no,0,0,0,one year,bank transfer (automatic),19.85,1039.45,0
male,0,1,1,53,1,no,0,0,0,two year,credit card (automatic),25.55,1336.1,0
female,0,0,0,1,1,fiber optic,0,0,0,month-to-month,mailed check,75.05,75.05,1
male,0,0,0,22,1,no,0,0,0,month-to-month,credit card (automatic),24.85,493.4,0
male,1,0,0,52,1,dsl,0,0,1,month-to-month,electronic check,49.15,2550.9,1
male,1,0,0,65,1,fiber optic,1,1,1,two year,electronic check,110.35,7246.15,0
female,0,0,0,48,1,no,0,0,0,one year,bank transfer (automatic),24.55,1203.95,0
female,0,0,0,2,1,dsl,0,0,0,month-to-month,electronic check,34.7,62.25,1
male,0,0,0,3,1,fiber optic,0,0,1,month-to-month,mailed check,107.95,313.6,0
male,0,1,0,45,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),81.4,3775.85,0
male,0,1,1,1,1,fiber optic,0,0,0,month-to-month,electronic check,80.0,80.0,1
female,0,1,1,61,1,dsl,0,1,1,two year,bank transfer (automatic),71.45,4616.05,0
male,0,0,0,3,1,dsl,1,1,1,month-to-month,credit card (automatic),71.45,195.65,0
female,1,0,0,40,1,fiber optic,0,1,1,one year,credit card (automatic),71.45,4188.4,0
female,0,0,0,1,1,fiber optic,0,0,0,month-to-month,mailed check,71.45,71.1,0
female,0,0,0,1,1,dsl,0,1,0,month-to-month,electronic check,71.45,49.9,0
male,0,0,0,51,1,no,0,0,0,one year,bank transfer (automatic),71.45,1266.4,0
male,1,0,0,2,1,dsl,1,0,0,month-to-month,electronic check,71.45,91.1,1
male,0,0,0,52,1,dsl,0,0,0,one year,mailed check,71.45,1623.4,0
male,0,0,0,51,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),83.4,4149.45,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.45,20.45,0
male,0,1,1,31,1,dsl,1,1,0,one year,bank transfer (automatic),75.25,2344.5,0
male,0,0,1,47,1,no,0,0,0,one year,credit card (automatic),20.55,1013.05,0
female,0,0,0,3,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.1,270.7,1
female,1,0,0,22,1,no,0,0,0,one year,mailed check,20.05,417.0,0
female,0,1,0,1,1,no,0,0,0,month-to-month,mailed check,20.65,20.65,0
male,0,1,0,72,1,dsl,0,1,1,two year,bank transfer (automatic),85.15,6316.2,0
male,0,1,1,3,1,dsl,0,0,0,month-to-month,electronic check,50.15,168.15,1
male,1,1,1,47,1,fiber optic,0,0,1,one year,bank transfer (automatic),84.95,4018.05,0
male,0,1,1,72,1,dsl,1,1,0,two year,credit card (automatic),66.5,4811.6,0
male,0,1,1,66,1,dsl,0,0,1,two year,bank transfer (automatic),63.3,4189.7,0
male,0,0,0,35,1,fiber optic,0,0,1,month-to-month,electronic check,83.15,2848.45,0
male,0,0,0,29,1,fiber optic,0,0,0,month-to-month,electronic check,84.9,2516.2,0
female,0,0,0,2,1,no,0,0,0,month-to-month,mailed check,20.55,33.6,0
male,0,0,0,4,1,dsl,0,0,0,month-to-month,mailed check,49.25,208.45,0
female,0,0,0,25,1,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.85,2015.35,1
female,0,0,0,65,1,dsl,1,1,0,two year,mailed check,59.6,3739.8,0
male,1,0,0,27,1,fiber optic,0,1,1,one year,bank transfer (automatic),104.65,2964.0,0
male,0,1,0,29,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.3,2263.4,0
male,0,1,1,29,1,dsl,0,0,1,month-to-month,credit card (automatic),80.1,2211.8,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,19.55,19.55,1
female,0,1,0,20,1,fiber optic,0,1,0,month-to-month,mailed check,81.0,1683.7,0
female,0,0,0,58,1,no,0,0,0,two year,credit card (automatic),24.7,1519.0,0
female,0,0,1,14,1,fiber optic,1,1,0,month-to-month,mailed check,86.0,1164.05,0
male,0,1,0,72,1,no,0,0,0,two year,mailed check,25.4,1710.9,0
male,0,0,0,46,1,fiber optic,1,0,1,month-to-month,credit card (automatic),89.15,4245.55,0
female,0,1,0,71,1,dsl,0,1,1,two year,bank transfer (automatic),58.25,4145.9,0
male,0,0,0,32,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.65,2664.3,0
female,0,0,0,26,1,dsl,0,0,1,month-to-month,credit card (automatic),50.35,1277.5,0
male,1,1,0,68,1,fiber optic,0,0,0,month-to-month,credit card (automatic),80.35,5589.3,0
male,0,1,1,2,1,no,0,0,0,one year,mailed check,20.2,34.75,0
male,0,1,1,61,1,no,0,0,0,two year,credit card (automatic),20.55,1305.95,0
female,0,1,1,4,1,fiber optic,0,0,0,month-to-month,electronic check,85.95,381.3,1
male,0,0,0,3,1,dsl,0,0,0,month-to-month,electronic check,45.35,141.5,1
male,1,1,0,33,1,fiber optic,0,0,1,month-to-month,electronic check,94.5,3105.55,1
male,1,1,0,9,1,no,0,0,0,month-to-month,mailed check,21.25,204.55,0
female,0,0,0,22,1,no,0,0,0,two year,mailed check,26.25,605.9,0
female,0,1,1,5,1,fiber optic,0,0,1,month-to-month,electronic check,80.85,356.1,0
female,1,0,0,30,1,fiber optic,1,0,0,month-to-month,credit card (automatic),91.7,2758.15,1
male,0,0,0,65,1,dsl,0,1,0,two year,credit card (automatic),74.2,4805.65,0
female,0,0,0,45,1,fiber optic,0,1,0,month-to-month,electronic check,87.25,3941.7,1
male,0,0,0,5,1,no,0,0,0,month-to-month,mailed check,20.35,92.75,0
male,0,1,1,25,1,fiber optic,0,0,0,month-to-month,electronic check,75.5,1901.05,0
female,0,1,1,72,1,fiber optic,1,0,0,two year,bank transfer (automatic),79.05,5730.7,0
female,0,1,0,27,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),90.15,2423.4,0
male,0,1,1,32,1,dsl,0,0,1,month-to-month,credit card (automatic),50.6,1653.45,0
female,0,0,0,30,1,fiber optic,0,1,1,one year,credit card (automatic),110.45,3327.05,0
male,0,1,0,70,1,fiber optic,1,1,0,two year,credit card (automatic),101.0,7085.5,0
male,1,0,0,42,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),79.35,3344.1,0
female,1,1,0,72,1,dsl,1,1,1,two year,bank transfer (automatic),89.85,6697.35,0
female,0,0,0,47,1,dsl,1,1,0,two year,mailed check,65.0,2879.9,0
female,0,0,0,2,1,fiber optic,1,0,0,month-to-month,electronic check,80.45,137.1,0
male,0,0,0,10,1,fiber optic,1,0,1,month-to-month,electronic check,98.55,1008.55,1
female,0,1,1,61,1,no,0,0,0,two year,mailed check,24.1,1551.6,0
female,0,0,0,5,1,dsl,0,0,0,month-to-month,credit card (automatic),44.05,202.15,0
female,1,1,0,72,1,fiber optic,0,1,1,two year,credit card (automatic),110.8,7882.25,0
male,1,1,1,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),114.95,8196.4,0
female,1,0,0,3,1,fiber optic,0,0,0,month-to-month,mailed check,75.05,202.9,0
male,0,1,0,48,1,no,0,0,0,two year,mailed check,19.25,855.1,0
female,0,0,0,63,1,fiber optic,0,1,1,one year,credit card (automatic),90.05,5817.0,0
female,0,0,0,27,1,dsl,1,0,0,month-to-month,mailed check,56.7,1652.95,0
male,0,1,1,70,1,dsl,1,0,1,two year,credit card (automatic),80.15,5600.15,0
male,0,1,1,7,1,dsl,1,1,0,month-to-month,credit card (automatic),71.35,515.75,0
male,0,0,1,0,1,no,0,0,0,two year,mailed check,20.25,40.5,0
female,0,1,0,2,1,fiber optic,1,0,1,month-to-month,electronic check,90.35,190.5,0
male,1,0,0,20,1,fiber optic,0,0,1,month-to-month,electronic check,98.55,1842.8,1
male,0,0,0,66,1,no,0,0,0,two year,bank transfer (automatic),19.7,1253.8,0
female,0,0,0,3,1,no,0,0,0,month-to-month,mailed check,19.85,57.2,0
female,0,0,1,15,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.9,1269.55,1
female,0,1,1,72,1,fiber optic,1,1,0,two year,bank transfer (automatic),90.35,6563.4,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.8,20.8,0
female,0,0,0,22,1,fiber optic,0,0,1,month-to-month,electronic check,89.25,1907.85,1
male,0,1,0,3,1,fiber optic,0,0,0,month-to-month,electronic check,70.3,208.85,1
female,0,1,1,72,1,dsl,1,1,0,two year,bank transfer (automatic),66.85,4758.8,0
male,0,1,1,65,1,no,0,0,0,two year,mailed check,19.9,1292.6,0
female,0,0,0,11,1,dsl,0,0,1,month-to-month,mailed check,35.8,363.15,0
male,0,0,0,22,1,fiber optic,0,0,0,month-to-month,mailed check,78.85,1600.25,0
male,0,0,0,14,1,no,0,0,0,one year,bank transfer (automatic),20.4,275.7,0
male,0,0,0,41,1,fiber optic,0,1,0,month-to-month,electronic check,74.25,3089.1,0
male,0,1,0,17,1,dsl,1,0,0,one year,mailed check,64.8,1175.6,0
male,0,0,0,11,1,no,0,0,0,month-to-month,credit card (automatic),20.45,237.3,0
male,0,0,0,15,1,fiber optic,0,0,1,month-to-month,electronic check,93.35,1444.65,1
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,19.9,19.9,1
female,0,1,0,5,1,fiber optic,1,0,0,month-to-month,mailed check,88.9,454.15,1
male,0,1,0,33,1,fiber optic,0,0,1,one year,electronic check,95.8,3036.75,1
female,0,1,0,72,1,fiber optic,1,0,1,two year,credit card (automatic),110.65,8065.65,0
female,0,1,1,3,1,dsl,0,0,0,month-to-month,mailed check,40.3,92.5,0
male,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,82.0,184.65,1
female,0,1,0,59,1,fiber optic,1,1,0,one year,credit card (automatic),107.0,6152.3,0
male,0,0,0,2,1,dsl,0,0,0,month-to-month,electronic check,45.35,89.5,1
male,0,1,1,71,1,dsl,0,1,1,two year,credit card (automatic),73.35,5154.5,0
female,0,1,1,5,1,dsl,0,0,0,month-to-month,mailed check,44.8,220.45,0
male,0,1,1,27,1,dsl,1,0,0,month-to-month,credit card (automatic),54.75,1510.3,0
female,0,0,0,1,1,dsl,0,1,0,month-to-month,electronic check,52.2,52.2,1
male,0,0,1,63,1,dsl,1,1,0,one year,bank transfer (automatic),40.6,2588.95,0
female,1,0,0,46,1,fiber optic,1,0,1,one year,electronic check,110.0,4874.8,1
male,0,1,1,72,1,dsl,1,0,0,two year,bank transfer (automatic),55.3,3983.6,0
female,0,1,0,34,1,dsl,1,1,0,month-to-month,bank transfer (automatic),60.85,2003.6,0
female,0,1,1,24,1,dsl,1,0,1,one year,electronic check,78.4,1832.4,0
male,0,0,0,72,1,dsl,1,1,0,two year,bank transfer (automatic),69.65,4908.25,0
female,0,1,1,60,1,dsl,1,1,1,two year,credit card (automatic),59.85,3590.2,0
male,0,0,0,68,1,dsl,1,0,0,one year,credit card (automatic),76.9,5023.0,0
female,0,1,1,8,1,no,0,0,0,two year,mailed check,19.85,146.6,0
female,0,0,1,34,1,dsl,1,1,1,two year,credit card (automatic),67.65,2339.3,0
female,0,0,0,6,1,dsl,0,0,1,month-to-month,credit card (automatic),45.0,298.7,0
male,0,1,0,2,1,dsl,0,1,0,month-to-month,mailed check,64.2,143.65,0
male,0,0,0,31,1,fiber optic,0,1,0,one year,credit card (automatic),81.7,2548.65,0
female,0,1,1,20,1,no,0,0,0,month-to-month,bank transfer (automatic),25.55,507.4,0
female,0,1,1,1,1,no,0,0,0,month-to-month,electronic check,20.0,20.0,0
male,0,0,0,62,1,fiber optic,0,0,1,one year,electronic check,96.75,6125.4,1
female,1,1,0,70,1,fiber optic,0,0,0,two year,credit card (automatic),75.65,5411.4,0
female,0,0,0,10,1,fiber optic,0,1,1,month-to-month,electronic check,98.5,1058.25,1
male,0,1,1,39,1,no,0,0,0,two year,mailed check,23.8,903.8,0
female,0,1,0,46,1,dsl,0,1,1,two year,credit card (automatic),64.2,3009.5,0
male,0,0,0,6,1,fiber optic,0,0,1,month-to-month,electronic check,85.35,489.45,1
female,0,1,1,72,1,dsl,0,0,1,two year,bank transfer (automatic),76.8,5468.45,0
male,0,0,0,18,1,dsl,0,1,0,month-to-month,credit card (automatic),55.2,1058.1,0
male,0,1,0,71,1,fiber optic,1,1,1,two year,credit card (automatic),108.55,7616.0,0
male,0,1,0,40,1,fiber optic,0,0,1,month-to-month,electronic check,101.3,4113.1,1
male,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,69.55,69.55,1
male,0,0,0,58,1,fiber optic,0,0,1,one year,bank transfer (automatic),103.25,6017.65,1
male,0,0,0,70,1,fiber optic,1,1,1,two year,credit card (automatic),104.0,7250.15,1
female,0,1,0,42,1,no,0,0,0,two year,electronic check,25.25,1108.2,0
male,0,1,1,34,1,dsl,1,0,0,one year,bank transfer (automatic),30.4,938.65,0
male,1,0,0,5,1,no,0,0,0,month-to-month,bank transfer (automatic),20.05,94.15,0
female,0,0,0,25,1,fiber optic,0,0,1,month-to-month,mailed check,84.6,2088.05,0
female,0,0,0,2,1,fiber optic,0,0,0,month-to-month,mailed check,86.2,178.7,1
female,0,1,1,55,1,fiber optic,0,1,1,one year,bank transfer (automatic),103.7,5656.75,0
male,0,1,0,21,1,fiber optic,0,1,1,month-to-month,electronic check,111.2,2317.1,1
male,0,1,0,70,1,fiber optic,1,1,0,two year,credit card (automatic),88.0,5986.45,0
female,0,1,0,61,1,fiber optic,0,1,1,month-to-month,electronic check,106.35,6751.35,0
male,0,1,1,43,1,dsl,1,1,1,two year,credit card (automatic),79.15,3566.6,0
male,0,0,0,47,1,fiber optic,0,0,1,one year,electronic check,103.1,4889.3,0
male,0,0,0,5,1,dsl,0,1,1,month-to-month,credit card (automatic),63.95,318.1,0
female,0,0,0,62,1,no,0,0,0,two year,credit card (automatic),25.8,1563.95,0
female,0,1,1,16,1,fiber optic,0,0,1,month-to-month,credit card (automatic),89.45,1430.25,1
male,1,1,0,7,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),95.6,644.35,1
female,0,1,1,14,1,no,0,0,0,month-to-month,mailed check,25.55,372.45,0
male,0,1,1,60,1,fiber optic,0,0,1,one year,electronic check,90.95,5453.4,1
male,0,1,1,34,1,dsl,0,1,1,month-to-month,electronic check,44.85,1442.6,0
female,0,1,0,50,1,fiber optic,1,1,1,one year,electronic check,108.55,5610.7,1
male,0,1,1,38,1,no,0,0,0,two year,credit card (automatic),25.05,963.95,0
female,0,1,1,70,1,dsl,1,1,0,one year,credit card (automatic),74.1,5222.3,0
female,0,1,1,37,1,fiber optic,0,0,1,month-to-month,electronic check,88.8,3340.55,0
female,1,0,0,4,1,fiber optic,0,0,1,month-to-month,electronic check,78.85,292.8,1
male,1,1,1,60,1,fiber optic,1,0,0,month-to-month,electronic check,93.25,5774.55,0
male,0,1,1,62,1,dsl,1,1,0,one year,credit card (automatic),71.4,4487.3,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,44.4,44.4,1
male,0,0,0,36,1,dsl,1,1,1,month-to-month,credit card (automatic),79.2,2854.95,0
male,0,0,0,44,1,no,0,0,0,two year,credit card (automatic),20.4,905.55,0
female,1,0,0,55,1,fiber optic,0,0,1,one year,electronic check,100.0,5509.3,1
female,0,1,0,72,1,fiber optic,1,0,1,two year,credit card (automatic),105.0,7589.8,0
female,0,1,1,12,1,no,0,0,0,one year,bank transfer (automatic),19.8,229.6,1
female,0,0,0,13,1,dsl,1,0,0,month-to-month,bank transfer (automatic),30.85,394.1,0
male,0,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,89.9,89.9,1
female,0,1,1,15,1,no,0,0,0,one year,mailed check,20.55,295.95,0
female,0,0,0,65,1,dsl,1,1,1,two year,bank transfer (automatic),84.85,5459.2,0
female,0,1,1,12,1,dsl,1,1,0,one year,credit card (automatic),33.15,444.75,0
male,0,1,0,72,1,dsl,1,1,1,two year,credit card (automatic),92.0,6782.15,0
female,0,1,1,72,1,dsl,1,1,1,two year,credit card (automatic),89.8,6510.45,0
female,0,1,1,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),115.8,8476.5,0
male,0,0,1,52,1,dsl,1,1,1,two year,mailed check,85.15,4461.85,0
male,0,0,0,2,1,no,0,0,0,month-to-month,mailed check,24.85,62.0,0
female,0,0,0,5,1,dsl,1,1,1,month-to-month,electronic check,64.35,352.65,0
female,0,0,0,68,1,no,0,0,0,two year,credit card (automatic),20.5,1424.9,0
female,0,0,1,62,1,fiber optic,0,0,1,one year,electronic check,100.15,6413.65,1
male,0,0,0,72,1,dsl,1,1,1,two year,credit card (automatic),86.05,6309.65,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,50.8,50.8,1
female,0,1,0,66,1,fiber optic,1,1,0,one year,electronic check,89.0,5898.6,0
male,0,1,1,72,1,dsl,1,1,1,two year,credit card (automatic),64.8,4719.75,0
male,0,0,0,26,1,no,0,0,0,one year,credit card (automatic),19.8,457.3,0
male,0,1,1,64,1,fiber optic,1,0,0,two year,bank transfer (automatic),93.4,5822.3,0
male,1,1,0,20,1,fiber optic,0,0,0,month-to-month,electronic check,73.65,1463.5,1
female,0,0,0,3,1,fiber optic,0,0,1,month-to-month,electronic check,95.1,307.4,1
male,0,0,0,22,1,fiber optic,0,0,1,month-to-month,credit card (automatic),94.65,2104.55,1
male,0,1,0,4,1,fiber optic,0,1,0,month-to-month,mailed check,80.6,319.15,1
male,0,1,0,62,1,dsl,0,1,1,two year,bank transfer (automatic),39.0,2337.45,0
female,0,0,0,5,1,no,0,0,0,month-to-month,mailed check,20.5,104.3,0
male,0,1,0,59,1,fiber optic,0,0,0,one year,electronic check,85.55,5084.65,1
male,0,0,1,3,1,no,0,0,0,two year,mailed check,26.4,121.25,0
female,0,1,0,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),98.2,7015.9,0
male,0,1,1,57,1,fiber optic,0,0,1,one year,credit card (automatic),97.55,5598.0,0
male,0,0,1,66,1,no,0,0,0,two year,credit card (automatic),19.95,1269.1,0
female,0,0,0,60,1,dsl,0,0,1,month-to-month,electronic check,50.8,3027.4,1
male,0,0,1,45,1,fiber optic,0,0,1,two year,bank transfer (automatic),99.7,4634.35,0
female,0,0,0,3,1,dsl,0,0,1,month-to-month,credit card (automatic),34.8,113.95,0
female,0,0,0,15,1,fiber optic,1,1,1,month-to-month,electronic check,105.1,1582.75,1
female,0,0,1,51,1,dsl,1,1,1,one year,bank transfer (automatic),60.15,3077.0,0
female,0,0,0,60,1,dsl,1,1,0,one year,electronic check,64.75,4039.5,0
male,0,0,0,33,1,dsl,0,0,0,month-to-month,bank transfer (automatic),54.65,1665.2,0
male,0,0,0,10,1,fiber optic,1,1,1,month-to-month,electronic check,110.1,1043.3,1
male,1,0,0,26,1,no,0,0,0,one year,credit card (automatic),19.3,504.2,0
female,0,0,0,6,1,fiber optic,0,0,0,month-to-month,electronic check,83.9,497.55,1
female,0,1,0,67,1,fiber optic,1,1,1,one year,electronic check,111.25,7511.65,0
female,0,1,1,49,1,dsl,1,1,0,one year,credit card (automatic),35.8,1782.0,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.05,20.05,0
female,1,0,0,7,1,fiber optic,0,0,1,month-to-month,electronic check,84.35,609.65,0
female,1,0,0,27,1,fiber optic,1,0,1,one year,bank transfer (automatic),110.5,2857.6,0
male,0,1,1,37,1,fiber optic,0,0,1,one year,credit card (automatic),91.2,3247.55,0
female,0,1,1,63,1,fiber optic,1,0,1,month-to-month,electronic check,100.55,6215.35,1
male,0,1,1,31,1,fiber optic,1,1,0,month-to-month,electronic check,89.3,2823.0,0
male,0,1,1,50,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),103.85,5017.9,1
male,1,0,0,32,1,fiber optic,0,0,0,month-to-month,credit card (automatic),81.1,2619.25,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,24.6,24.6,1
female,0,1,0,63,1,fiber optic,0,1,0,one year,credit card (automatic),81.2,4965.1,0
male,0,0,0,30,1,fiber optic,1,0,0,month-to-month,credit card (automatic),94.3,2679.7,0
male,0,1,0,71,1,fiber optic,1,1,1,two year,bank transfer (automatic),116.1,8310.55,0
female,0,0,0,53,1,fiber optic,0,0,1,two year,electronic check,105.55,5682.25,0
female,0,0,0,12,1,fiber optic,1,1,1,month-to-month,bank transfer (automatic),98.9,1120.95,1
male,0,1,0,50,1,fiber optic,1,0,0,month-to-month,credit card (automatic),94.4,4914.9,0
female,0,0,0,2,1,no,0,0,0,month-to-month,mailed check,19.5,27.55,0
female,0,0,0,9,1,fiber optic,0,0,1,month-to-month,credit card (automatic),98.3,923.5,1
male,0,0,0,17,1,fiber optic,1,0,1,month-to-month,electronic check,93.85,1625.65,1
female,0,1,0,56,1,fiber optic,1,0,1,one year,credit card (automatic),105.6,6068.65,0
male,0,1,1,67,1,dsl,1,0,1,two year,credit card (automatic),81.35,5398.6,0
male,1,0,0,9,1,fiber optic,0,0,1,month-to-month,electronic check,100.5,918.6,1
male,0,0,0,4,1,dsl,0,0,1,month-to-month,electronic check,56.4,234.85,0
male,0,0,0,19,1,dsl,0,1,0,one year,bank transfer (automatic),65.35,1231.85,0
female,0,0,1,8,1,no,0,0,0,month-to-month,mailed check,19.95,170.9,0
female,0,0,0,71,1,fiber optic,0,1,1,two year,electronic check,111.25,7984.15,0
male,1,0,0,10,1,fiber optic,0,0,0,month-to-month,electronic check,72.85,688.65,1
